fold,epoch,train_loss,heldout_auroc,detector,modality,crop
0,1,0.020675164396399014,0.7080745341614907,stfpm,CGI,leg
0,2,0.01072277365628644,0.7080745341614907,stfpm,CGI,leg
0,3,0.008240732999805973,0.701863354037267,stfpm,CGI,leg
0,4,0.007396834015079693,0.7142857142857143,stfpm,CGI,leg
0,5,0.006914979778697605,0.7142857142857143,stfpm,CGI,leg
0,6,0.006586821568332884,0.7127329192546583,stfpm,CGI,leg
0,7,0.006310643281067816,0.7220496894409938,stfpm,CGI,leg
0,8,0.006056399765766812,0.7298136645962733,stfpm,CGI,leg
0,9,0.005841114710656507,0.7236024844720497,stfpm,CGI,leg
0,10,0.005620818905219193,0.7360248447204969,stfpm,CGI,leg
0,11,0.005518434916528286,0.7391304347826086,stfpm,CGI,leg
0,12,0.005404880852759857,0.7437888198757764,stfpm,CGI,leg
0,13,0.005271334492647027,0.7391304347826086,stfpm,CGI,leg
0,14,0.005150894644475043,0.7375776397515528,stfpm,CGI,leg
0,15,0.005070146746054722,0.75,stfpm,CGI,leg
0,16,0.004918192642527064,0.734472049689441,stfpm,CGI,leg
0,17,0.0051070605144091655,0.7484472049689441,stfpm,CGI,leg
0,18,0.004805503745295734,0.7468944099378882,stfpm,CGI,leg
0,19,0.004805626243427676,0.7422360248447205,stfpm,CGI,leg
0,20,0.00470991067277499,0.7484472049689441,stfpm,CGI,leg
0,21,0.004694762215990494,0.7406832298136645,stfpm,CGI,leg
0,22,0.004677214925942786,0.7422360248447204,stfpm,CGI,leg
0,23,0.004609832562590333,0.7375776397515529,stfpm,CGI,leg
0,24,0.00455632092410154,0.7437888198757764,stfpm,CGI,leg
0,25,0.004593259638930242,0.7236024844720497,stfpm,CGI,leg
0,26,0.004526574760465094,0.7360248447204969,stfpm,CGI,leg
0,27,0.0045055553107902204,0.7453416149068323,stfpm,CGI,leg
0,28,0.004421313460378755,0.7453416149068323,stfpm,CGI,leg
0,29,0.004406569915890245,0.7515527950310559,stfpm,CGI,leg
0,30,0.004447258706701221,0.7422360248447204,stfpm,CGI,leg
0,31,0.0043983548159805715,0.7406832298136646,stfpm,CGI,leg
0,32,0.004335079671536926,0.7437888198757764,stfpm,CGI,leg
0,33,0.004321423060537656,0.7453416149068323,stfpm,CGI,leg
0,34,0.0043188774278165405,0.7531055900621118,stfpm,CGI,leg
0,35,0.004335284946600871,0.7484472049689441,stfpm,CGI,leg
0,36,0.004296556490717673,0.7531055900621119,stfpm,CGI,leg
0,37,0.004379256106469046,0.7468944099378882,stfpm,CGI,leg
0,38,0.004204948516293818,0.7406832298136645,stfpm,CGI,leg
0,39,0.004187818951764549,0.7298136645962733,stfpm,CGI,leg
0,40,0.004300193859374097,0.7515527950310559,stfpm,CGI,leg
1,1,0.02076289098158065,0.6880877742946708,stfpm,CGI,leg
1,2,0.010918961936682053,0.6880877742946708,stfpm,CGI,leg
1,3,0.008433274366241158,0.6974921630094044,stfpm,CGI,leg
1,4,0.007476133231725101,0.7021943573667712,stfpm,CGI,leg
1,5,0.006945582653806154,0.7115987460815048,stfpm,CGI,leg
1,6,0.006629178020543931,0.706896551724138,stfpm,CGI,leg
1,7,0.006343572373831193,0.7131661442006269,stfpm,CGI,leg
1,8,0.006144954942023274,0.7053291536050157,stfpm,CGI,leg
1,9,0.0059394959734567765,0.7053291536050157,stfpm,CGI,leg
1,10,0.00583079051119661,0.706896551724138,stfpm,CGI,leg
1,11,0.005647054970686641,0.700626959247649,stfpm,CGI,leg
1,12,0.005480496187908503,0.7084639498432601,stfpm,CGI,leg
1,13,0.0053987768908586534,0.7100313479623824,stfpm,CGI,leg
1,14,0.005294418137884972,0.7037617554858934,stfpm,CGI,leg
