fold,epoch,train_loss,heldout_auroc,detector,modality,crop
0,1,0.020916591381357336,0.639751552795031,stfpm,GEI,leg
0,2,0.0105746957395165,0.65527950310559,stfpm,GEI,leg
0,3,0.008665255196112089,0.6661490683229814,stfpm,GEI,leg
0,4,0.007705075096764334,0.6801242236024845,stfpm,GEI,leg
0,5,0.007128083392267245,0.6785714285714286,stfpm,GEI,leg
0,6,0.006585204262996894,0.6847826086956521,stfpm,GEI,leg
0,7,0.006262215723282421,0.6739130434782609,stfpm,GEI,leg
0,8,0.005983180019284693,0.7049689440993789,stfpm,GEI,leg
0,9,0.005908842188384444,0.6832298136645962,stfpm,GEI,leg
0,10,0.005522631001021886,0.686335403726708,stfpm,GEI,leg
0,11,0.005448438411688379,0.686335403726708,stfpm,GEI,leg
0,12,0.005294815118341629,0.6847826086956522,stfpm,GEI,leg
0,13,0.006046520488353042,0.687888198757764,stfpm,GEI,leg
0,14,0.005339115703480793,0.6894409937888198,stfpm,GEI,leg
0,15,0.005189588160804441,0.6863354037267081,stfpm,GEI,leg
0,16,0.005181748095264137,0.6925465838509317,stfpm,GEI,leg
0,17,0.0050226979947402385,0.68944099378882,stfpm,GEI,leg
0,18,0.004915384596991943,0.6816770186335405,stfpm,GEI,leg
0,19,0.005116278550925301,0.6863354037267081,stfpm,GEI,leg
0,20,0.004841398683445554,0.6816770186335404,stfpm,GEI,leg
0,21,0.00478025261041623,0.6832298136645962,stfpm,GEI,leg
0,22,0.0046944688477435405,0.6770186335403727,stfpm,GEI,leg
0,23,0.00467096521218811,0.6909937888198758,stfpm,GEI,leg
0,24,0.004572307519203372,0.6832298136645962,stfpm,GEI,leg
0,25,0.004896029692792908,0.6785714285714286,stfpm,GEI,leg
0,26,0.004494300412558664,0.6816770186335404,stfpm,GEI,leg
0,27,0.004466246475127889,0.6832298136645962,stfpm,GEI,leg
0,28,0.00445448671475782,0.6770186335403726,stfpm,GEI,leg
0,29,0.004500697791889553,0.68944099378882,stfpm,GEI,leg
0,30,0.0043619625738949295,0.6770186335403727,stfpm,GEI,leg
0,31,0.004367906335914225,0.6723602484472049,stfpm,GEI,leg
0,32,0.004393351542759907,0.6801242236024845,stfpm,GEI,leg
0,33,0.00426111600164282,0.672360248447205,stfpm,GEI,leg
0,34,0.004275384194181398,0.6770186335403726,stfpm,GEI,leg
0,35,0.004222737729591476,0.6785714285714286,stfpm,GEI,leg
0,36,0.0043293827723996856,0.6816770186335404,stfpm,GEI,leg
0,37,0.0041482860647805665,0.6770186335403726,stfpm,GEI,leg
0,38,0.004227616463366012,0.6801242236024845,stfpm,GEI,leg
0,39,0.004151818387144931,0.672360248447205,stfpm,GEI,leg
0,40,0.004112191633128537,0.6739130434782609,stfpm,GEI,leg
1,1,0.020898151054394926,0.7115987460815048,stfpm,GEI,leg
1,2,0.01033201040049993,0.7115987460815048,stfpm,GEI,leg
1,3,0.008486474045636894,0.7178683385579938,stfpm,GEI,leg
1,4,0.007488646819462456,0.7131661442006269,stfpm,GEI,leg
1,5,0.00689090403637548,0.7068965517241379,stfpm,GEI,leg
1,6,0.006330535356593797,0.7163009404388714,stfpm,GEI,leg
1,7,0.006284609609995338,0.7021943573667713,stfpm,GEI,leg
1,8,0.005974785466243885,0.6912225705329154,stfpm,GEI,leg
1,9,0.00569642603423932,0.7021943573667713,stfpm,GEI,leg
