fold,epoch,train_loss,heldout_auroc,detector,modality,crop
0,1,0.017643851402345367,0.5683229813664595,convae,GEI,leg
0,2,0.0021333961985383646,0.6381987577639752,convae,GEI,leg
0,3,0.0013835354035643106,0.6614906832298136,convae,GEI,leg
0,4,0.001137917406899081,0.6645962732919255,convae,GEI,leg
0,5,0.0009569540601445729,0.6444099378881988,convae,GEI,leg
0,6,0.0008177132293882276,0.6459627329192547,convae,GEI,leg
0,7,0.0007206423234847728,0.6226708074534162,convae,GEI,leg
0,8,0.0007016535092775045,0.6459627329192547,convae,GEI,leg
0,9,0.0006203020068786459,0.65527950310559,convae,GEI,leg
0,10,0.0005852830278426595,0.6273291925465839,convae,GEI,leg
0,11,0.000549608080938851,0.670807453416149,convae,GEI,leg
0,12,0.0005409363251024042,0.6677018633540373,convae,GEI,leg
0,13,0.0005158886833582657,0.6739130434782609,convae,GEI,leg
0,14,0.0005092359438931179,0.68944099378882,convae,GEI,leg
0,15,0.0004507747479805599,0.6444099378881988,convae,GEI,leg
0,16,0.0004694331513450176,0.6661490683229814,convae,GEI,leg
0,17,0.0004303170978635026,0.6847826086956521,convae,GEI,leg
0,18,0.0004215835305596871,0.6987577639751553,convae,GEI,leg
0,19,0.0004003239197859837,0.6925465838509317,convae,GEI,leg
0,20,0.0003613832250188971,0.6723602484472049,convae,GEI,leg
0,21,0.0003654427724157739,0.6832298136645963,convae,GEI,leg
0,22,0.00035955059152053274,0.6739130434782609,convae,GEI,leg
0,23,0.0003484506350346003,0.7111801242236024,convae,GEI,leg
0,24,0.0003632128568497046,0.672360248447205,convae,GEI,leg
0,25,0.0003415290425780464,0.6614906832298136,convae,GEI,leg
0,26,0.00031062615765118447,0.6801242236024844,convae,GEI,leg
0,27,0.00029203083414065567,0.7220496894409938,convae,GEI,leg
0,28,0.0003071269236471144,0.6288819875776398,convae,GEI,leg
0,29,0.0003355716995648348,0.6055900621118011,convae,GEI,leg
0,30,0.00032295371956306474,0.6847826086956522,convae,GEI,leg
0,31,0.0003196816141086127,0.6490683229813665,convae,GEI,leg
0,32,0.00028192828554856394,0.6894409937888198,convae,GEI,leg
0,33,0.0002793219752336293,0.6972049689440994,convae,GEI,leg
0,34,0.0003155239024859768,0.6972049689440994,convae,GEI,leg
0,35,0.0002836416780608595,0.7018633540372671,convae,GEI,leg
0,36,0.0002874348379441956,0.6816770186335404,convae,GEI,leg
0,37,0.0002964355552380898,0.6521739130434783,convae,GEI,leg
0,38,0.0002733609871865791,0.6630434782608696,convae,GEI,leg
0,39,0.0002694418189353035,0.6645962732919255,convae,GEI,leg
0,40,0.00028539223686576944,0.687888198757764,convae,GEI,leg
1,1,0.01789285416099946,0.6489028213166145,convae,GEI,leg
1,2,0.0021438515160958826,0.6739811912225705,convae,GEI,leg
1,3,0.0013765297636244337,0.6865203761755486,convae,GEI,leg
1,4,0.0011261193536271845,0.6990595611285267,convae,GEI,leg
1,5,0.0009185552897127725,0.6739811912225706,convae,GEI,leg
1,6,0.0008147741461978665,0.6865203761755486,convae,GEI,leg
1,7,0.0007258986875018506,0.6912225705329154,convae,GEI,leg
1,8,0.0006660396657969867,0.6974921630094044,convae,GEI,leg
1,9,0.0006834909502408228,0.6520376175548589,convae,GEI,leg
1,10,0.0005781310109948436,0.6990595611285266,convae,GEI,leg
1,11,0.0005312493848003921,0.7037617554858935,convae,GEI,leg
1,12,0.0005170458310708606,0.7225705329153604,convae,GEI,leg
1,13,0.0004927147113100511,0.7304075235109718,convae,GEI,leg
1,14,0.0004916550197925401,0.6739811912225705,convae,GEI,leg
1,15,0.0005001373549165801,0.7084639498432603,convae,GEI,leg
1,16,0.00041830756035774353,0.7037617554858935,convae,GEI,leg
1,17,0.0004322508868655576,0.7178683385579938,convae,GEI,leg
1,18,0.00040946240732272723,0.7037617554858936,convae,GEI,leg
1,19,0.0003918648059306886,0.7178683385579937,convae,GEI,leg
1,20,0.00037798366389613184,0.7037617554858935,convae,GEI,leg
1,21,0.00036098489701434037,0.700626959247649,convae,GEI,leg
1,22,0.0003689875277613814,0.7084639498432601,convae,GEI,leg
1,23,0.00036529865638861584,0.7147335423197492,convae,GEI,leg
1,24,0.00035568081525171654,0.7147335423197492,convae,GEI,leg
1,25,0.0003274015454978053,0.7084639498432602,convae,GEI,leg
1,26,0.0003513126533912704,0.7021943573667712,convae,GEI,leg
1,27,0.0003184514959302701,0.7178683385579938,convae,GEI,leg
1,28,0.0003531583502302904,0.7053291536050157,convae,GEI,leg
1,29,0.0003472963808187579,0.7304075235109718,convae,GEI,leg
1,30,0.0003341938279735049,0.7366771159874608,convae,GEI,leg
1,31,0.0003050898890017886,0.706896551724138,convae,GEI,leg
1,32,0.00029556094986566713,0.7178683385579937,convae,GEI,leg
1,33,0.00028640129715433747,0.7053291536050156,convae,GEI,leg
1,34,0.00031481172012001854,0.6818181818181818,convae,GEI,leg
1,35,0.00028456784386063366,0.713166144200627,convae,GEI,leg
1,36,0.0003049354964432912,0.7115987460815048,convae,GEI,leg
1,37,0.0002661588280832207,0.7288401253918495,convae,GEI,leg
1,38,0.00032477688020222684,0.7210031347962383,convae,GEI,leg
