fold,epoch,train_loss,heldout_auroc,detector,modality,crop
0,1,0.049068718091111484,0.5279503105590062,convae,CGI,leg
0,2,0.008442906816367298,0.5916149068322981,convae,CGI,leg
0,3,0.004451922803341295,0.6164596273291925,convae,CGI,leg
0,4,0.003444554691566353,0.6614906832298136,convae,CGI,leg
0,5,0.0029529235484674478,0.6366459627329193,convae,CGI,leg
0,6,0.002550502004945555,0.6304347826086957,convae,CGI,leg
0,7,0.002310283086700844,0.6413043478260869,convae,CGI,leg
0,8,0.0021857319232029665,0.6537267080745341,convae,CGI,leg
0,9,0.0020428228382502627,0.6444099378881988,convae,CGI,leg
0,10,0.0018986966261707967,0.6444099378881987,convae,CGI,leg
0,11,0.0018773954719833216,0.6273291925465839,convae,CGI,leg
0,12,0.0017942507170816157,0.6475155279503105,convae,CGI,leg
0,13,0.0017240480665313817,0.6381987577639752,convae,CGI,leg
0,14,0.0016609498320107666,0.6475155279503104,convae,CGI,leg
0,15,0.001575444190946397,0.6583850931677019,convae,CGI,leg
0,16,0.0015453537170327686,0.6335403726708074,convae,CGI,leg
0,17,0.0015467809877209972,0.6692546583850932,convae,CGI,leg
0,18,0.0014584014770356352,0.6692546583850931,convae,CGI,leg
0,19,0.0014345753559354259,0.6785714285714285,convae,CGI,leg
0,20,0.0013456720793666493,0.6583850931677018,convae,CGI,leg
0,21,0.0012990532248658379,0.6909937888198758,convae,CGI,leg
0,22,0.0012810741749287138,0.6863354037267081,convae,CGI,leg
0,23,0.001296837293423731,0.6630434782608696,convae,CGI,leg
0,24,0.0012823584408895433,0.6692546583850931,convae,CGI,leg
0,25,0.0012449676714898314,0.6739130434782608,convae,CGI,leg
0,26,0.0011727770982973905,0.6987577639751552,convae,CGI,leg
0,27,0.0011202906852312282,0.6878881987577639,convae,CGI,leg
0,28,0.001129807351879224,0.6785714285714286,convae,CGI,leg
0,29,0.0011544274878156472,0.6614906832298137,convae,CGI,leg
0,30,0.0011686794992671857,0.7065217391304348,convae,CGI,leg
0,31,0.0010715626491002337,0.6754658385093169,convae,CGI,leg
0,32,0.0010552483248855063,0.6940993788819876,convae,CGI,leg
0,33,0.0010377932109120985,0.6909937888198758,convae,CGI,leg
0,34,0.0010387223773347296,0.68944099378882,convae,CGI,leg
0,35,0.0010012301381495097,0.670807453416149,convae,CGI,leg
0,36,0.0010131622999415754,0.7018633540372671,convae,CGI,leg
0,37,0.001013325671566045,0.6832298136645962,convae,CGI,leg
0,38,0.0009456323811911757,0.6832298136645962,convae,CGI,leg
0,39,0.000968439130134731,0.6878881987577641,convae,CGI,leg
0,40,0.0009681278906606016,0.6568322981366459,convae,CGI,leg
1,1,0.04947738434531285,0.5360501567398119,convae,CGI,leg
1,2,0.008509888236003389,0.6473354231974923,convae,CGI,leg
1,3,0.004449227250681867,0.658307210031348,convae,CGI,leg
1,4,0.0034724085607810828,0.6724137931034483,convae,CGI,leg
1,5,0.002904064683798185,0.6661442006269592,convae,CGI,leg
